"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5A7Q4AED","journalArticle","2015","Barbosa Chacón, Jorge Winston; Marciales-Vivas, Gloria Patricia; Castañeda Peña, Harold","Caracterización de la Competencia Informacional y su aporte al aprendizaje de usuarios de información: una experiencia en la formación profesional en psicología","Investigación Bibliotecológica: Archivonomía, Bibliotecología e Información","","0187358X","10.1016/j.ibbai.2016.02.036","http://rev-ib.unam.mx/ib/index.php/ib/article/view/54472","","2015-09","2022-06-04 16:04:27","2022-06-04 16:05:25","2022-06-04 16:04:27","47-76","","67","29","","Investigación Bibliotecológica: Archivonomía, Bibliotecología e Información","Caracterización de la Competencia Informacional y su aporte al aprendizaje de usuarios de información","","","","","","","es","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\GGE4YQIJ\Barbosa Chacón et al. - 2015 - Caracterización de la Competencia Informacional y .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDI64K26","journalArticle","2015","Gómez, Juan Daniel; Mann, Robert; Hamilton, Hayley; Erickson, Pat; Brands, Bruna; Giesbrecht, Norman; Wright, Maria da Gloria; Cumsille, Francisco; Sapag, Jaime; Khenti, Akwatu","Malestar psicológico, disfunción familiar, maltrato de estudiantes durante la niñez en una universidad privada de Bogotá, Colombia","Texto & Contexto - Enfermagem","","0104-0707","10.1590/0104-07072015001030014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072015000600033&lng=es&tlng=es","Estudio derivado de una investigación exploratoria, correlacional-descriptiva, que estudió retrospectivamente el maltrato durante la infancia y su posible relación con el uso de sustancias psicoactivantes entre estudiantes universitarios. El maltrato infantil auto-reportado se evaluó mediante el Cuestionario de Experiencias Adversas Durante la Niñez, y para evaluar la disfunción familiar y el malestar psicológico (distress) se aplicó la Escala de Kessler (K10) a 302 estudiantes. Los principales indicadores de maltrato infantil fueron: negligencia =18,2%; maltrato emocional =17.9%; maltrato físico =13.6%; abuso sexual =2.0%. Otros indicadores relevantes fueron: madre/cuidadora agredida, 9.3%; madre/cuidadora golpeada repetidamente por al menos algunos minutos, 5.3%; y madre/cuidadora herida con arma blanca o de fuego, 3.6%. Se concluye que existe relación entre el ""abuso emocional y el ""abuso físico"", y entre el ""abuso emocional"" y la ""disfunción familiar"" así como la detección de violencia de género en familias según estrato socioeconómico.           ,              Este é um estudo exploratório-descritivo, retrospectivo, com o objetivo de avaliar a potencial relação entre maus-tratos na infância e o uso de substâncias psicoactivas entre os estudantes universitários. Os maus-tratos na infância foram avaliados por meio do questionário ""Experiências Adversas na Infância"", e para avaliar a disfunção familiar e os fatores de sofrimento psíquico foi aplicado a Scale Kessler (K10) a 302 estudantes. Os principais indicadores de maus-tratos na infância foram: negligência =18,2%; abuso emocional =17,9%, abuso físico =13,6%; abuso sexual =2,0%. Outros indicadores relevantes foram: abuso à mãe/cuidador (9,3%), a mãe/cuidador repetidamente espancado por pelo menos alguns minutos (5,3%) e mãe/cuidador ferido por arma branca ou arma de fogo (3,6%). Conclui-se que há relação significativa entre maus-tratos físico e emocional e entre maus-tratos emocional e ""disfunção familiar"", bem como, a detecção de violência de gênero nas famílias de acordo com os estratos socioeconômicos.           ,              This article is an exploratory, correlational, descriptive and retrospective research aimed to study the potential relationship between maltreatment during childhood and the use of psychoactive drugs among university students. Self-reported child maltreatment was assessed through the Adverse Childhood Experiences Questionnaire, and to evaluate family dysfunction and distress factors the Kessler Scale (K10) was applied to 302 students. The main indicators of childhood maltreatment were; negligence 18.2%, emotional abuse 17.9%, physical abuse 13.6%, sexual abuse 2.0%. Other relevant indicators were: mother/caregiver assaulted 9.3%, mother/caregiver repeatedly assaulted for at least a few minutes 5.3% and mother/caregiver wounded by knife or gunshot 3.6%. We conclude that there is a significant relationship between ""emotional abuse"" and ""physical abuse""; and between ""emotional abuse"" and ""family dysfunction""; and the detection of gender violence in families by socio-economic statuses.","2015","2022-06-04 16:05:41","2022-06-04 16:05:41","2022-06-04 16:05:41","33-39","","spe","24","","Texto contexto - enferm.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\C7W7PKD4\Gómez et al. - 2015 - Malestar psicológico, disfunción familiar, maltrat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LRZNUVIH","journalArticle","2015","Guerrero-Martelo, Manuel; García Arias, Pablo; Granados-García, Alejandro","Comparison of the notion of justice between an authoritarian leader and his opposition in individuals prone to authoritarian personality","Justicia","","01247441","10.17081/just.20.28.1041","http://revistas.unisimon.edu.co/index.php/justicia/article/view/791/779","","2015-07-01","2022-06-04 16:07:18","2022-06-04 16:07:38","2022-06-04 16:07:18","","","28","20","","just","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\9PFFL4FJ\Guerrero-Martelo et al. - 2015 - Comparison of the notion of justice between an aut.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IH82MXLU","journalArticle","2015","Gutiérrez de Piñeres, Carolina; Lobo, Andrea Catalina","Significados en torno al concepto de psicología jurídica","Diversitas: Perspectivas en Psicología","","","","","","2015","2022-06-04 16:08:09","2022-06-04 16:08:54","","113-133","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F3BAIYY6","journalArticle","2016","Lopez Cortes, Oscar Andres; Vargas Monroy, Liliana; Covelli Reyes, Carolina; Pérez Aldana, Angélica Maria; Santamaría Martínez, Laura Patricia","Sindicalismo y trabajo: la experiencia de los jóvenes bogotanos desde sus repertorios interpretativos","Universitas Psychologica","","2011-2777, 1657-9267","10.11144/Javeriana.upsy14-5.stej","http://revistas.javeriana.edu.co/index.php/revPsycho/article/view/13270","Este artículo examina algunos de los significados otorgados por los jóvenes bogotanos al sindicalismo y al trabajo. Se realizaron nueve entrevistas etnográficas a igual número de jóvenes, provocando la narración de su vida como trabajadores y/o como trabajadores-sindicalizados. Como marco al proceso de indagación, se revisó bibliografía relacionada con los siguientes problemas: la construcción social de la categoría “joven” y su delimitación conceptual; las transformaciones contemporáneas del mundo del trabajo y su relación con las condiciones sociolaborales que enfrentan los jóvenes actualmente, explorando aspectos del surgimiento del movimiento obrero en Colombia y su estado actual en comparación con otros países de la región. Se abordó la pregunta de investigación: ¿cuáles son los significados asociados al trabajo y al sindicalismo, construidos por jóvenes trabajadores habitantes de Bogotá?, examinando las entrevistas a partir de la propuesta de análisis de discurso de los psicólogos sociales Jonathan Potter y Margaret Wheterell (1996), basada en la identificación de repertorios interpretativos. Finalmente, se discutieron los resultados encontrados, señalando la tensión emergente entre dos perspectivas narrativas de los jóvenes trabajadores, según tengan o no relación con el movimiento sindical.","2016-06-29","2022-06-04 16:10:26","2022-06-04 16:10:26","2022-06-04 16:10:26","1795","","5","14","","Univ Psychol","Sindicalismo y trabajo","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\FMNH2KIK\Lopez Cortes et al. - 2016 - Sindicalismo y trabajo la experiencia de los jóve.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BR3S3VMF","journalArticle","2015","Bregman, Claudia; López-López, Wilson; García, Fernando","La psicología clínica en las publicaciones hispanoamericanas: Un análisis bibliométrico del período 2012-2014","Terapia psicológica","","0718-4808","10.4067/S0718-48082015000300005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082015000300005&lng=en&nrm=iso&tlng=en","","2015-12","2022-06-04 16:10:54","2022-06-04 16:10:54","2022-06-04 16:10:54","205-219","","3","33","","Ter Psicol","La psicología clínica en las publicaciones hispanoamericanas","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\PRIU4LXP\Bregman et al. - 2015 - La psicología clínica en las publicaciones hispano.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JGYLECI","journalArticle","2015","Hurtado-Parrado, Camilo; López-López, Wilson","Single-Case Research Methods: History and Suitability for a Psychological Science in Need of Alternatives","Integrative Psychological and Behavioral Science","","1932-4502, 1936-3567","10.1007/s12124-014-9290-2","http://link.springer.com/10.1007/s12124-014-9290-2","","2015-09","2022-06-04 16:11:25","2022-06-04 16:11:25","2022-06-04 16:11:25","323-349","","3","49","","Integr. psych. behav.","Single-Case Research Methods","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67EXDVVU","journalArticle","","López-López, Wilson","El perdón en los procesos de paz: la perspectiva de la gente de la calle","PSIENCIA. Revista Latinoamericana de Ciencia Psicológica","","","","","","","2022-06-04 16:12:23","2022-06-04 16:12:43","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76333GW9","journalArticle","2015","Vivas, Gloria Patricia Marciales; Chacón, Jorge Winston Barbosa; Peña, Harold Castañeda","Desarrollo de competencias informacionales en contextos universitarios: enfoques, modelos y estrategias de intervención","Investigación Bibliotecológica: Archivonomía, Bibliotecología e Información","","0187358X","10.1016/j.ibbai.2016.02.014","http://rev-ib.unam.mx/ib/index.php/ib/article/view/54449","","2015-01","2022-06-04 16:14:56","2022-06-04 16:14:56","2022-06-04 16:14:56","39-72","","65","29","","Investigación Bibliotecológica: Archivonomía, Bibliotecología e Información","Desarrollo de competencias informacionales en contextos universitarios","","","","","","","es","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\M6SBT7C2\Vivas et al. - 2015 - Desarrollo de competencias informacionales en cont.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBU8XT5S","journalArticle","2015","Castañeda-Peña, Harold; Barbosa-Chacón, Jorge Winston; Marciales-Vivas, Gloria Patricia; Barreto, Idaly","Perfiles de la competencia informacional en estudiantes universitarios: huellas desde un estudio longitudinal","Universitas Psychologica","","2011-2777, 1657-9267","10.11144/Javeriana.upsy14-2.pilh","http://revistas.javeriana.edu.co/index.php/revPsycho/article/view/6601","","2015-09-07","2022-06-04 16:15:20","2022-06-04 16:15:26","2022-06-04 16:15:20","445","","2","14","","Univ Psychol","Perfiles de la competencia informacional en estudiantes universitarios","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\EGKIC9JM\Castañeda-Peña et al. - 2015 - Perfiles de la competencia informacional en estudi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
